微博id,发布者昵称,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,原始图片url,发布时间,发布工具,点赞数,转发数,评论数,发布位置
Iqd3e1CIB,头条辰报,男,海外,467,20812,头条辰报:#情况通报#【专家：#武汉冠状病毒肺炎新增病例预计增加但总体可治#】专家介绍，#武汉新增17例新型冠状病毒肺炎病例#，随着检测工作进一步开展，预计新增病例还可能继续增加。新型冠状病毒感染的肺炎总体可治。对本次的疫情初步印象是新型冠状病毒的传染力不强，不排除有限人传人的可能，但持续人传人的风险较低。详情↓  http://t.cn/A6vWmpwB ,无,2020-01-19 15:21,深度报道 · 视频社区,0,0,0,无
Iqd0OeeEE,高源医生在美国,女,北京,798,13847,高源医生在美国:SARS首例病例于2002年11月出现在广东佛山。到2003年4月16日，WHO宣布一种新型冠状病毒是SARS的病原，并将其命名为SARS冠状病毒。武汉这次12.31号发布肺炎疫情通报，1.1关闭海鲜市场，1.6确认新型冠状病毒.一共用了6天。时间线上来说，这次公卫和临床的反应都迅速了很多，监测到疫情后，第一时间搜寻密切接触者+医学观察。每日疫情通报也够透明。武汉市卫建委的通告栏：http://t.cn/Ais9ZJRA爆发时间差不多，也是赶上春运高峰期。这个特殊时间，控制人员流动的难度实在太大。大家勤洗手戴口罩少去人多的地方吧。 #武汉发现不明原因肺炎# 原图 ,无,2020-01-19 15:15,微博 weibo.com,18,3,5,无
IqcZRFwQM,热门资讯第一线,男,北京,516,719002,热门资讯第一线:#上海肺炎# 具体疫情以官方报道为准，等待官方权威全面的消息。目前我们能做的就是预防疾病，照顾好自己，不信谣不传谣！关注这几点，能够帮你尽早的预防肺炎，一起来看下吧！  ,无,2020-01-19 15:13,360安全浏览器,1,0,0,无
IqcZLutTH,侃侃而谈zp,男,上海,245,8418,侃侃而谈zp:#上海肺炎#  上海肺炎，深圳肺炎。。。深圳的没去过武汉，上海的还在等进一步消息确认🙏     2019年是超级暖冬，气候确实反常得不像话这种反常气候，是比较容易滋生疫情的。还是应该提高警惕吧，该买的口罩买起来，医用的那一种；也要常洗手     政府和民间，小心驶得万年船总归是不错的[加油] ,无,2020-01-19 15:13,无,12,2,3,无
IqcSrBoj2,各界导报社官微,男,陕西,118,100117,各界导报社官微:【深圳上海首次出现肺炎可疑病例】港媒报道，深圳、上海分别出现了至少两起和一起新型冠状病毒感染的肺炎可疑病例，这是湖北武汉自去年底爆发该病毒以来，中国大陆的其他城市首次出现可疑病例。目前，具体情况仍在核实。#上海肺炎# #深圳肺炎# 在面对疫情时，大家要冷静，不要以讹传讹夸大其词，疫情新闻要以官方为准，相信国家和我们的医生！做好日常防护工作，配合国家早日解除疫情！当前，正处于冬春季传染病高发季节，公众要保持室内空气流通，尽量避免到封闭、空气不流通的公众场合和人群集中地方，必要时可佩带口罩。如有发热、呼吸道感染症状，特别是持续发热不退，要及时到医疗机构就诊。 [组图共6张] 原图 ,无,2020-01-19 14:55,360安全浏览器,1,0,1,无
IqcN8pUVl,热门资讯第一线,男,北京,516,719002,热门资讯第一线:#深圳肺炎# 近日，深圳上海首次出现肺炎可疑病例，引发网友热议。目前，具体情况仍在核实。新型冠状病毒虽然可怕，但当下最重要的是保持冷静，做好预防工作。不传谣不信谣，疫情实情要以官方为准，相信国家和我们的医生！关注这几点，能够帮你尽早的预防肺炎，一起来看下吧！  ,无,2020-01-19 14:42,360安全浏览器,1,0,0,无
IqcMiFQsw,三湘都市报,男,湖南,2235,4647954,三湘都市报:【专家：#武汉冠状病毒肺炎新增病例预计增加但总体可治#】专家介绍，#武汉新增17例新型冠状病毒肺炎病例#，随着检测工作进一步开展，预计新增病例还可能继续增加。新型冠状病毒感染的肺炎总体可治。对本次的疫情初步印象是新型冠状病毒的传染力不强，不排除有限人传人的可能，但持续人传人的风险较低。详情↓http://t.cn/A6vWmpwB ,无,2020-01-19 14:40,深度报道 · 视频社区,0,0,2,无
IqcL5Dctb,美东侨报,男,海外,292,2389607,美东侨报:【防武汉病毒 美国机场开始对中国航班筛查】美国卫生官员周五(1月17日)宣布，由于一种新型病毒的发现，将开始对从中国中部地区飞抵美国的航班旅客进行筛查。目前这种新型病毒已导致数十人患病，两人死亡。同时也引发了人们对国际爆发疫情的担忧。据abc7ny报道，美国疾病控制和预防中心(US Centers for Disease Control and Prevention)官员介绍，他们将在美国的三大机场开始体温测量并对来自疫情爆发城市武汉的乘客进行症状询问。#北美视野# 详情：http://t.cn/A6vYyWBk 原图 ,无,2020-01-19 14:37,微博 weibo.com,6,3,0,无
IqcC9CEUZ,QGTATTOO,女,四川,669,234695,QGTATTOO:没有像父辈那样经历过饥荒和文革，也没有像父辈的父辈们经历过战争与离别 ，但每个人的一生总会有，自己需要亲历的坎坷。想想自己的人生，还未到不惑之年，便也亲历了03年的非典08年的512。当然，能看见这段话的也都是幸存者，没啥好矫情的～ 临时我们将春假的时间修改为疫情结束，一定给去年预约好档期的朋友们带来了诸多不便，在此请您们海涵！这样做，是为的是能幸存下来继续为幸存者刺青，望共度难关，平平安安～ 原图 ,无,2020-01-19 14:15,iPhone 7 Plus,21,4,0,无
Iqcxu36LL,斯巴-达克斯,男,河北,5863,3675,"斯巴-达克斯:#石家庄爆料##石家庄身边事##深圳肺炎#1月11日上午，深圳市蛇口人民医院收治了一名女性患者， 41岁，印度籍，系深圳某国际学校老师。患者此前咳嗽1周，发热2天，入院后出现严重呼吸衰竭。1月12日，深圳南山区人民医院通报称，目前已排除流感、人感染禽流感、非典(SARS)、中东呼吸综合征(MERS),排除新型冠状病毒感染。患者发病前一直在深圳生活工作，未去过外地，未接触过类似病人。患者亲属、同事、朋友及其任教学校的师生均无类似病例。该病例与武汉近期报告的不明原因肺炎疫情没有关联。 [组图共9张] 原图 ",无,2020-01-19 14:03,荣耀畅玩8C,0,0,0,无
IqcwphN51,蚂蚁中的僚机,男,广东,682,450,蚂蚁中的僚机:全国多地医院排查新型冠状病毒疑似病例，要求询问发热病人是否去过武汉 1月19日凌晨，武汉市卫健委连发2条通报，新认定新型冠状病毒感染的肺炎病例17例，部分病例没有华南海鲜批发市场接触史。截至1月17日24时，武汉市累计报告新型冠状病毒感染的肺炎病例62例，已治愈出院19例，在治重症8例，死亡2例，其余患者病情稳定，患者均在武汉市定点医疗机构接受隔离治疗。据《财经》杂志报道， 部分医疗机构收到了主题为“做好新型冠状病毒感染肺炎医疗救治”的通知。其中写道，做好发热病人预检分诊登记报告工作，要注意询问发热病人有无两周内武汉市旅游史、武汉相关市场特别是农贸市场直接或间接接触史。此举是为了及时识别可疑病例。《财经》杂志报道也披露，湖北省武汉市以外地区，首例确诊病例需经层层确认。据《财经》杂志报道，确诊病例需首先符合《新型冠状病毒感染的肺炎诊断方案（试行）》中的病例定义。这之后，省级疾控中心初筛病毒全基因组测序，需与已知新型冠状病毒高度同源。中国疾控中心复核后，最终，由国家卫健委疫情领导小组下设的诊断组评估确认。这意味着，首轮基因组检测后，还需经过三轮复核确认。上述试行诊断方案中，“病例定义”分为观察和确诊。前者需了解患者两周内是否有武汉旅游史，以及是否曾直接或间接接触过武汉市相关市场，特别是农贸市场。同时，具备相应的临床特征，如发热等。报道称，确诊还需采集痰液、咽拭子等呼吸道标本。对病毒进行全基因组测序，观察与已知武汉新型冠状病毒是否高度同源。首例病例经诊断确诊后，由相关省份公布。首例病例经诊断确诊后，由相关省份公布。 ,无,2020-01-19 14:00,iPhone 11,0,1,0,无
IqcsW8nAf,月轻歌,女,浙江,406,304697,"月轻歌:#深圳肺炎#1月11日上午，深圳市蛇口人民医院收治了一名女性患者， 41岁，印度籍，系深圳某国际学校老师。患者此前咳嗽1周，发热2天，入院后出现严重呼吸衰竭。1月12日，深圳南山区人民医院通报称，目前已排除流感、人感染禽流感、非典(SARS)、中东呼吸综合征(MERS),排除新型冠状病毒感染。患者发病前一直在深圳生活工作，未去过外地，未接触过类似病人。患者亲属、同事、朋友及其任教学校的师生均无类似病例。该病例与武汉近期报告的不明原因肺炎疫情没有关联。 [组图共9张] 原图 ",无,2020-01-19 13:52,无,4443,1074,2031,无
Iqcl2bh1J,GentleNerd,男,广东,232,152,GentleNerd:#武汉新增17例新型冠状病毒肺炎病例#  关于“未发现明显人传人现象，”，有一件事非常关键，却没有被舆论关注，就是这句话还有后半句：“未发现医务人员感染”。后半句为什么如此重要？2003年2月11日，广州市在违反有关规定的情况下，越权发布了国内第一个疫情通告。首次公布的信息里，全部病例中有超过三分之一都是医务人员。（见图2）2003年5月17日，抗击非典的最后阶段，新华网公布了全国累计确诊病例的职业分布情况，其中医务人员仍然是最多的，占到15.2%。（见图3）假如今天要针对医务人员隐瞒疫情，是很滑稽的。大家都接受过充分的医学教育，理论知识丰富；又都在一线直面病人，亲身验证结论。瞒谁呢？那么，会不会是医务人员现在有着充分防护而避免危险，但普通人依然逃不过去呢？面对新型肺炎，医务人员的身体和普通人没有区别。在12月31日第一次通告发出之前，就已经有了肺炎感染病例，第一批一线医务人员（尤其是基层）很难说能预先做到全副武装。所以，目前最重要的是关心一线医务人员的安危。从概率上看，如果医务人员安全，那么普通人（尤其是不蹭会长时间处在人流密集场所的）的风险不会更高。其实对于这次疫情，我始终有一个相反的猜想。在12月31日发布通告前的几天里，最热的涉医新闻是什么？但愿这个时间点，只是巧合吧。 [组图共3张] 原图 ,无,2020-01-19 13:32,微博国际版,0,0,1,无
Iqchw7Nu0,奇遇亭,女,北京,370,689,奇遇亭:【野味不除，病毒不绝！肺炎疫情绝非偶然！】人真是为了口腹之欲早就忘了曾经令全球恐慌的非典！@反盗猎重案组 和@懿丹野保特攻队 这3个月辗转全国多地，收集线索调查举报打击野生动物非常盗猎和贩卖，图中的现场照片全是最近的举报的（更多详见反盗猎重案组微信公众号）。比如这是他们昨天的行动 http://t.cn/A6vOTDWX  真心强烈建议中国疾控中心去这些地方的野味市场查查看看，估计这次病毒性肺炎和这些野味很有关系。多嘴一句，这些病毒是不是应该感谢当地林业局失职渎职、给卖野味的胡乱发证？在这个共同的地球家园里，人类和动物同命运共呼吸，当人类肆意杀害野生动物破坏环境时，最终一定会受到报应和大自然的惩罚！ @国家林业和草原局 @央视新闻调查 @澎湃新闻 @财新网 @新京报 [组图共18张] 原图 ,无,2020-01-19 13:24,HUAWEI nova 2s,404,252,57,无
Iqcd9ulrB,澳门商报官方,男,澳门,297,50015,澳门商报官方:【#专家称武汉冠状病毒肺炎总体可治#】专家介绍，#武汉新增17例新型冠状病毒肺炎病例#，随着检测工作进一步开展，预计新增病例还可能继续增加。新型冠状病毒感染的肺炎总体可治。对本次的疫情初步印象是新型冠状病毒的传染力不强，不排除有限人传人的可能，但持续人传人的风险较低。http://t.cn/A6vWmpwB ,无,2020-01-19 13:13,深度报道 · 视频社区,0,0,0,无
IqccmnoFB,安徽蒙城检察,男,安徽,1174,1410,安徽蒙城检察:【武汉市疾病预防控制中心主任：疫情可防可控 #新型冠状病毒不排除有限人传人可能#】19日，武汉市疾病预防控制中心主任、主任医师李刚介绍，累计追踪到的763名密切接触者中，已解除医学观察681人，密切接触者中暂未发现相关病例。目前综合判断，对本次的疫情初步印象是新型冠状病毒传染力不强，不排除有限人传人的可能，但持续人传人的风险较低。随着各项防控措施的实施与落实，疫情是可防可控的。@长江日报 http://t.cn/A6vl6Blc ,无,2020-01-19 13:11,专业版微博,1,0,1,无
Iqc97bm1m,泰山晚报,男,山东,575,2221213,泰山晚报:【#专家称武汉冠状病毒肺炎总体可治#】#武汉新增17例新型冠状病毒肺炎病例#。19日，武汉市疾病预防控制中心主任、主任医师李刚介绍，累计追踪到的763名密切接触者中，已解除医学观察681人，密切接触者中暂未发现相关病例。目前综合判断，对本次的疫情初步印象是新型冠状病毒传染力不强，不排除有限人传人的可能，但持续人传人的风险较低。随着各项防控措施的实施与落实，疫情是可防可控的。http://t.cn/A6vl6Blc ,无,2020-01-19 13:03,微博 weibo.com,1,0,0,无
Iqc7LzcYf,重庆九龙坡法院,女,重庆,164,33155,重庆九龙坡法院:#专家解读武汉冠状病毒肺炎总体可治#【专家解读新型冠状病毒感染肺炎：疫情可防控肺炎总体可治】专家答：我市高度重视患者救治工作，集中患者、集中资源、集中专家、集中收治，将确定的新型冠状病毒感染肺炎全部收治在我市定点医院，采取一人一医疗团队、一人一诊疗方案，开展规范诊疗。国家先后派出5名呼吸内科、感染科专家，与我省26名省、市医疗专家组成联合医疗救治专家组，采取轮班制，24小时值守市定点医院，负责对病例进行指导和会诊，参与危重症病例的医疗救治工作。同时，从全市抽调一批医疗骨干支援市定点医院，全力以赴救治患者。截止1月17日已治愈出院19例患者。新型冠状病毒感染的肺炎总体是可治的。http://t.cn/A6vjbNTz http://t.cn/A6vjb0bT ,无,2020-01-19 13:00,iPhone客户端,1,0,0,无
Iqc6ZESM3,Secilia_池,女,北京,247,3763,Secilia_池:#许光汉greghan[超话]# 🍔  #许光汉# 哥哥越来越火，空口说许光汉立场的一些不好言论也越来越多大家拿图叭会持续补充，希望大家多多投稿虽然不能给热度，但是还要举|报 无水印 p1都是在他曾经不火时所发的微博和igp2是他微博第二关注p5.6是想见你这部剧是旺旺旗下电视台播出的，旺旺反tdp7.8.9是对疫情的关心和健康的呼吁p10是想见你里 去上海工作p11想见你剧中 中国时报p12罪梦者称呼大家是中国人p15人民日报 疫情期间云伴郎（第4张因为涉及到其他艺人，所以我们就是在澄清其他人说我们全省没有说服性的时候拿出来，毕竟说全台也合理不存在不好，只能说明我们哥哥，细心用心谢谢大家配合） [组图共16张] 原图 ,无,2020-01-19 12:58,许光汉greghan超话,1560,210,480,无
Iqc6TbgeH,河南共青团,男,河南,911,1437539,河南共青团:【武汉市疾病预防控制中心主任李刚：疫情可防可控 #新型冠状病毒不排除有限人传人的可能#】19日，武汉市疾病预防控制中心主任、主任医师李刚介绍，累计追踪到的763名密切接触者中，已解除医学观察681人，密切接触者中暂未发现相关病例。目前综合判断，对本次的疫情初步印象是#新型冠状病毒传染力不强#，不排除有限人传人的可能，但持续人传人的风险较低。随着各项防控措施的实施与落实，疫情是可防可控的。#专家称武汉冠状病毒肺炎总体可治# http://t.cn/A6vl6Blc ,无,2020-01-19 12:58,无,2,1,0,无
IqbUm2AaP,中华水清清,男,吉林,1945,1005,中华水清清:【#专家称武汉冠状病毒肺炎总体可治#】专家介绍，对本次的疫情初步印象是新型冠状病毒的传染力不强，不排除有限人传人的可能，但持续人传人的风险较低。截止到1月17日已治愈出院19例患者。目前追踪的763名密切接触者中，已有681人解除医学观察，密切接触者中暂未发现相关病例。#武汉新增17例新型冠状病毒肺炎病例#  http://t.cn/A6vjaTwG ,无,2020-01-19 12:27,vivo智能手机,3,0,0,无
IqbUkzlKb,随县检察,女,湖北,251,857,随县检察:【专家：#武汉冠状病毒肺炎新增病例预计增加但总体可治#】专家介绍，#武汉新增17例新型冠状病毒肺炎病例#，随着检测工作进一步开展，预计新增病例还可能继续增加。新型冠状病毒感染的肺炎总体可治。对本次的疫情初步印象是新型冠状病毒的传染力不强，不排除有限人传人的可能，但持续人传人的风险较低。安哥：相信科学，坚定信心，愿早日战胜疫情！#专家称武汉冠状病毒肺炎总体可治# http://t.cn/A6vWmpwB ,无,2020-01-19 12:27,深度报道 · 视频社区,4,3,3,无
IqbTvrrJp,网易财经,男,北京,969,3181851,网易财经:【武汉市疾病预防控制中心主任李刚：疫情可防可控 #新型冠状病毒不排除有限人传人的可能#】19日，武汉市疾病预防控制中心主任、主任医师李刚介绍，累计追踪到的763名密切接触者中，已解除医学观察681人，密切接触者中暂未发现相关病例。目前综合判断，对本次的疫情初步印象是#新型冠状病毒传染力不强#，不排除有限人传人的可能，但持续人传人的风险较低。随着各项防控措施的实施与落实，疫情是可防可控的。http://t.cn/A6vl6Blc ,无,2020-01-19 12:25,微博 weibo.com,21,7,11,无
IqbKLebYz,广东共青团,女,广东,276,1312446,广东共青团:【武汉市疾病预防控制中心主任李刚：疫情可防可控 #新型冠状病毒不排除有限人传人的可能#】19日，武汉市疾病预防控制中心主任、主任医师李刚介绍，累计追踪到的763名密切接触者中，已解除医学观察681人，密切接触者中暂未发现相关病例。目前综合判断，对本次的疫情初步印象是#新型冠状病毒传染力不强#，不排除有限人传人的可能，但持续人传人的风险较低。随着各项防控措施的实施与落实，疫情是可防可控的。#专家称武汉冠状病毒肺炎总体可治#（人民日报） http://t.cn/A6vl6Blc ,无,2020-01-19 12:03,无,10,1,4,无
IqbJHil6W,四川监狱,男,四川,961,136502,四川监狱:【#专家称武汉冠状病毒肺炎总体可治#】专家介绍，#武汉新增17例新型冠状病毒肺炎病例#，随着检测工作进一步开展，预计新增病例还可能继续增加。新型冠状病毒感染的肺炎总体可治。对本次的疫情初步印象是新型冠状病毒的传染力不强，不排除有限人传人的可能，但持续人传人的风险较低。详情↓ http://t.cn/A6vWmpwB ,无,2020-01-19 12:00,深度报道 · 视频社区,1,10,1,无
IqbGgyKfg,号外商丘,女,重庆,599,90464,号外商丘:【#专家称武汉冠状病毒肺炎总体可治#】1月16-17日，国家、省市专家组结合临床表现、流行病学史和病原学检测结果综合判断，新型冠状病毒感染的肺炎总体是可治的。随着各项防控措施的实施与落实，疫情是可防可控的。病例中多数以轻症为主；累计追踪到的763名密切接触者中，已解除医学观察681人，密切接触者中暂未发现相关病例。（央视） [组图共5张] 原图 ,无,2020-01-19 11:52,无,7,0,0,无
IqbDQ92ea,燕赵都市报,男,河北,1742,10234773,燕赵都市报:【武汉市疾病预防控制中心主任李刚：疫情可防可控 #新型冠状病毒不排除有限人传人的可能#】19日，武汉市疾病预防控制中心主任、主任医师李刚介绍，累计追踪到的763名密切接触者中，已解除医学观察681人，密切接触者中暂未发现相关病例。目前综合判断，对本次的疫情初步印象是#新型冠状病毒传染力不强#，不排除有限人传人的可能，但持续人传人的风险较低。随着各项防控措施的实施与落实，疫情是可防可控的。http://t.cn/A6vl6Blc ,无,2020-01-19 11:46,Android,5,0,1,无
IqbDh2PmT,凤凰V生活,男,其他,330,12867,凤凰V生活:【专家：#武汉新增17例新型冠状病毒肺炎病例#  】专家介绍，#武汉新增17例新型冠状病毒肺炎病例#，随着检测工作进一步开展，预计新增病例还可能继续增加。新型冠状病毒感染的肺炎总体可治。对本次的疫情初步印象是新型冠状病毒的传染力不强，不排除有限人传人的可能，但持续人传人的风险较低。http://t.cn/A6vWmpwB ,无,2020-01-19 11:45,深度报道 · 视频社区,0,0,0,无
IqbCssczd,重庆晚报,男,重庆,1130,6621900,重庆晚报:【武汉市疾病预防控制中心主任李刚：疫情可防可控 #新型冠状病毒不排除有限人传人的可能#】19日，武汉市疾病预防控制中心主任、主任医师李刚介绍，累计追踪到的763名密切接触者中，已解除医学观察681人，密切接触者中暂未发现相关病例。目前综合判断，对本次的疫情初步印象是#新型冠状病毒传染力不强#，不排除有限人传人的可能，但持续人传人的风险较低。随着各项防控措施的实施与落实，疫情是可防可控的。（长江日报）http://t.cn/A6vl6Blc ,无,2020-01-19 11:43,微博 weibo.com,5,0,3,无
IqbC3CF2D,香港衛視HKS,男,香港,326,401881,香港衛視HKS:【武汉肺炎新增17宗病例 专家指病毒传染力不强】武汉卫健委19日凌晨发布通报，新认定新型冠状病毒感染的肺炎病例17宗，当地累积个案增至62宗，死亡病例维持2宗。武汉市疾控中心称，此次新型冠状病毒的传染力不强，不排除有限人传人的可能，但持续人传人的风险较低，随着各项防控措施实施和落实，疫情可防可控。http://t.cn/A6vjUTdS 原图 ,无,2020-01-19 11:42,微博 weibo.com,19,3,6,无
IqbAQgoWz,环球时报,男,北京,718,28875795,环球时报:【武汉市疾病预防控制中心主任李刚：疫情可防可控 #新型冠状病毒不排除有限人传人的可能#】19日，武汉市疾病预防控制中心主任、主任医师李刚介绍，累计追踪到的763名密切接触者中，已解除医学观察681人，密切接触者中暂未发现相关病例。目前综合判断，对本次的疫情初步印象是#新型冠状病毒传染力不强#，不排除有限人传人的可能，但持续人传人的风险较低。随着各项防控措施的实施与落实，疫情是可防可控的。http://t.cn/A6vl6Blc @长江日报 ,无,2020-01-19 11:39,微博 weibo.com,2237,1090,835,无
Iqbxw2mHi,南充顺庆检察,男,四川,698,31177,南充顺庆检察:【武汉市疾病预防控制中心主任李刚：疫情可防可控 新型冠状病毒不排除有限人传人的可能】19日，武汉市疾病预防控制中心主任、主任医师李刚介绍，累计追踪到的763名密切接触者中，已解除医学观察681人，密切接触者中暂未发现相关病例。目前综合判断，对本次的疫情初步印象是#新型冠状病毒传染力不强#，不排除有限人传人的可能，但持续人传人的风险较低。随着各项防控措施的实施与落实，疫情是可防可控的。http://t.cn/A6vl6Blc ,无,2020-01-19 11:30,无,0,0,0,无
Iqbt459Iw,顺德共青团,男,广东,411,10653,顺德共青团:【专家：武汉新型冠状病毒肺炎新增病例预计增加 但总体可治】专家介绍，#武汉新增17例新型冠状病毒肺炎病例#，随着检测工作进一步开展，预计新增病例还可能继续增加。新型冠状病毒感染的肺炎总体可治。对本次的疫情初步印象是新型冠状病毒的传染力不强，不排除有限人传人的可能，但持续人传人的风险较低。  http://t.cn/A6vjhlmQ ,无,2020-01-19 11:19,360安全浏览器,1,0,0,无
IqbkL0yIO,鲁南制药,男,山东,97,1068802,鲁南制药:【专家：#武汉冠状病毒肺炎新增病例预计增加但总体可治#】专家介绍，#武汉新增17例新型冠状病毒肺炎病例#，随着检测工作进一步开展，预计新增病例还可能继续增加。新型冠状病毒感染的肺炎总体可治。对本次的疫情初步印象是新型冠状病毒的传染力不强，不排除有限人传人的可能，但持续人传人的风险较低。（via央视新闻）http://t.cn/A6vWmpwB ,无,2020-01-19 10:59,深度报道 · 视频社区,5,1,4,无
IqbhisYII,爱医传递-小医,女,北京,355,18,爱医传递-小医:世卫组织：地球最严重的9种病毒，包括一种中日韩新发现病毒您已经听说过埃博拉病毒和寨卡病毒，但还有许多危险病毒尚未成为头条新闻。不久的将来可能引起严重疫情暴发。世卫组织召集了科学家和公共卫生专家小组，讨论了最有可能在不久的将来引起严重疫情暴发的主要病原体。这些是没有疫苗且几乎没有治疗方法的病毒。克里米亚-刚果出血热、埃博拉病毒、马尔堡出血热、拉沙热、MERS和SARS冠状病毒、尼帕病毒和裂谷热…… 原图 ,无,2020-01-19 10:50,360安全浏览器,0,0,0,无
IqbhisYII,爱医传递-小医,女,北京,355,18,爱医传递-小医:世卫组织：地球最严重的9种病毒，包括一种中日韩新发现病毒您已经听说过埃博拉病毒和寨卡病毒，但还有许多危险病毒尚未成为头条新闻。不久的将来可能引起严重疫情暴发。世卫组织召集了科学家和公共卫生专家小组，讨论了最有可能在不久的将来引起严重疫情暴发的主要病原体。这些是没有疫苗且几乎没有治疗方法的病毒。克里米亚-刚果出血热、埃博拉病毒、马尔堡出血热、拉沙热、MERS和SARS冠状病毒、尼帕病毒和裂谷热…… 原图 ,无,2020-01-19 10:50,360安全浏览器,0,0,0,无
Iqbg5ahNO,中国新闻周刊,男,北京,3067,57645073,中国新闻周刊:【武汉市疾病预防控制中心主任李刚：疫情可防可控 #新型冠状病毒不排除有限人传人的可能#】19日，武汉市疾病预防控制中心主任、主任医师李刚介绍，累计追踪到的763名密切接触者中，已解除医学观察681人，密切接触者中暂未发现相关病例。目前综合判断，对本次的疫情初步印象是#新型冠状病毒传染力不强#，不排除有限人传人的可能，但持续人传人的风险较低。随着各项防控措施的实施与落实，疫情是可防可控的。@长江日报 http://t.cn/A6vl6Blc ,无,2020-01-19 10:47,微博 weibo.com,93,23,43,无
IqbfZfXZT,中国大学生在线,女,北京,4154,2371788,中国大学生在线:#小中微讯#【专家：武汉新型冠状病毒肺炎新增病例预计增加 但总体可治】专家介绍，#武汉新增17例新型冠状病毒肺炎病例#，随着检测工作进一步开展，预计新增病例还可能继续增加。新型冠状病毒感染的肺炎总体可治。对本次的疫情初步印象是新型冠状病毒的传染力不强，不排除有限人传人的可能，但持续人传人的风险较低。http://t.cn/A6vWmpwB ,无,2020-01-19 10:47,深度报道 · 视频社区,6,0,0,无
IqbfiDIJj,东南早报,男,福建,1020,1758254,东南早报:【武汉市疾病预防控制中心主任：疫情可防可控 #新型冠状病毒不排除有限人传人可能#】19日，武汉市疾病预防控制中心主任、主任医师李刚介绍，累计追踪到的763名密切接触者中，已解除医学观察681人，密切接触者中暂未发现相关病例。目前综合判断，对本次的疫情初步印象是新型冠状病毒传染力不强，不排除有限人传人的可能，但持续人传人的风险较低。随着各项防控措施的实施与落实，疫情是可防可控的。@长江日报  http://t.cn/A6vl6Blc ,无,2020-01-19 10:45,微博 weibo.com,2,0,1,无
IqbaB1rs6,21世纪经济报道,男,广东,799,21082303,21世纪经济报道:#武汉新增17例新型冠状病毒肺炎病例# #专家称武汉冠状病毒肺炎总体可治#【春节临近，武汉官宣：武汉新型冠状病毒传染力不强，可防可控，已加强出境离汉人员管控】1月19日，武汉市疾控专家及市领导就武汉市新型冠状病毒感染的肺炎综合防控进行了答记者问。针对春运期间人流的大规模移动，武汉市人民政府副市长陈邂馨也介绍，目前已针对出境离汉人员进行管控，而疫情发生以来，武汉市构建多层次联动机制，组建强有力工作专班，快速应对处置疫情，全力救治患者，努力防范疫情扩散。  http://t.cn/A6vl8TH0 原图 ,无,2020-01-19 10:34,360安全浏览器,50,15,12,无
Iqbag2gQg,石柱法院,男,重庆,132,40691,石柱法院:【专家：#武汉冠状病毒肺炎新增病例预计增加但总体可治#】专家介绍，#武汉新增17例新型冠状病毒肺炎病例#，随着检测工作进一步开展，预计新增病例还可能继续增加。新型冠状病毒感染的肺炎总体可治。对本次的疫情初步印象是新型冠状病毒的传染力不强，不排除有限人传人的可能，但持续人传人的风险较低。详情↓ http://t.cn/A6vWmpwB ,无,2020-01-19 10:33,深度报道 · 视频社区,0,0,0,无
IqaX3w2Nu,今晚报,男,天津,2889,11363221,今晚报:【专家：#武汉冠状病毒肺炎新增病例预计增加但总体可治#】专家介绍，#武汉新增17例新型冠状病毒肺炎病例#，随着检测工作进一步开展，预计新增病例还可能继续增加。新型冠状病毒感染的肺炎总体可治。对本次的疫情初步印象是新型冠状病毒的传染力不强，不排除有限人传人的可能，但持续人传人的风险较低。详情↓ http://t.cn/A6vWmpwB（央视） ,无,2020-01-19 10:01,深度报道 · 视频社区,8,3,9,无
IqaUd6ATq,长江网_留言板,男,湖北,432,270115,长江网_留言板:#新型冠状病毒可防可控#【武汉市疾病预防控制中心主任李刚：新型冠状病毒的传染力不强，疫情是可防可控的】今日（19日），武汉市疾控专家及市领导针对武汉市新型冠状病毒感染的肺炎综合防控回答了记者提问。武汉市疾病预防控制中心主任、主任医师李刚介绍，累计追踪到的763名密切接触者中，已解除医学观察681人，密切接触者中暂未发现相关病例。 目前综合判断，对本次的疫情初步印象是新型冠状病毒的传染力不强，不排除有限人传人的可能，但持续人传人的风险较低。随着各项防控措施的实施与落实，疫情是可防可控的。（记者王海 审看蔡敏莉）  http://t.cn/A6vl6Blc ,无,2020-01-19 09:54,微博 weibo.com,3,1,0,无
